species,country,year,variety,colour,processing_method,aroma,flavour,aftertaste,acidity,body,balance,uniformity,sweetness,moisture
Arabica,Tanzania,2014,Other,Bluish-Green,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,0.12
Arabica,Brazil,2013,,Bluish-Green,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,0.1
Arabica,Mexico,2012,Bourbon,None,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,0.13
Arabica,Mexico,2012,Mundo Novo,Green,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,0.11
Arabica,Mexico,2012,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,0.12
Arabica,Colombia,2011,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,0.0
Arabica,Colombia,,,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,0.08
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,0.11
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,0.1
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,0.12
Arabica,Honduras,2016,Catuai,Blue-Green,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,0.11
Arabica,Tanzania,2016,,Green,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,0.0
Arabica,Nicaragua,,,Green,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,0.1
Arabica,Colombia,2016,,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,0.0
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,0.0
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,0.12
Arabica,Tanzania,2013,Other,Green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,0.12
Arabica,Brazil,2014,Bourbon,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,0.1
Arabica,Indonesia,2013,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,0.11
Arabica,Honduras,2014,Caturra,Green,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,0.1
Arabica,Costa Rica,2013,Caturra,Green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,0.11
Arabica,Mexico,2014,,Green,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,10.0,0.0
Arabica,Taiwan,2013,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,0.11
Arabica,Taiwan,2013,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,0.11
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,0.12
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,0.13
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,0.11
Arabica,Mexico,2012,Caturra,Green,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Green,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,0.1
Arabica,Honduras,2018,Catimor,Blue-Green,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,0.11
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,0.12
Arabica,Taiwan,2016,Typica,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,0.1
Arabica,Costa Rica,2015,Caturra,Green,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,0.12
Arabica,Malawi,2014,Gesha,Green,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,0.13
Arabica,Taiwan,2014,Typica,,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,9.33,0.0
Arabica,Brazil,2013,Yellow Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,0.12
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,0.12
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,0.12
Arabica,Mexico,2012,Marigojipe,,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,8.67,0.11
Arabica,Thailand,2011,,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,0.01
Arabica,Thailand,2011,,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,0.2
Arabica,Costa Rica,,,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,0.0
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,0.1
Arabica,Nicaragua,2017,Caturra,Green,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,0.11
Arabica,Honduras,2017,Caturra,Green,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,0.1
Arabica,Guatemala,2017,Bourbon,Green,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,0.12
Arabica,Taiwan,2015,Typica,Green,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,0.12
Arabica,Myanmar,2015,Catuai,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,0.0
Arabica,Costa Rica,2014,Caturra,Green,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,0.12
Arabica,Malawi,2014,Gesha,Green,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,0.12
Arabica,Guatemala,2014,Other,Green,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,0.12
Arabica,Taiwan,2014,Typica,Blue-Green,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,9.33,0.11
Arabica,Brazil,2014,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,0.0
Arabica,Haiti,2013,Blue Mountain,Bluish-Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,0.11
Arabica,Taiwan,2013,Typica,Green,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,0.11
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,0.12
Arabica,Mexico,2012,Catuai,Green,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,0.11
Arabica,Indonesia,2012,Other,Green,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,0.12
Arabica,Brazil,2012,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,0.12
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,0.11
Arabica,Colombia,,,,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,0.06
Arabica,United States,,,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,0.0
Arabica,Mexico,2017,Mundo Novo,Green,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,0.12
Arabica,Guatemala,2016,Catuai,Green,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,0.1
Arabica,Brazil,2015,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,0.11
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,0.12
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,0.12
Arabica,Malawi,2014,Gesha,Bluish-Green,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,0.12
Arabica,Brazil,2014,Bourbon,Green,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,0.0
Arabica,Guatemala,2014,Bourbon,Green,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,0.1
Arabica,Mexico,2014,Typica,Green,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,0.0
Arabica,Peru,2013,,Bluish-Green,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,0.1
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,0.12
Arabica,Mexico,2012,Caturra,None,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,0.13
Arabica,Colombia,2011,Caturra,Green,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,0.11
Arabica,Colombia,2010,,,,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,0.16
Arabica,United States,,Peaberry,,,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,0.01
Arabica,Colombia,2016,Caturra,,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,0.0
Arabica,Honduras,2016,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,0.11
Arabica,Mexico,2016,,Green,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,0.12
Arabica,Brazil,2015,Catuai,Green,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,0.11
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,0.09
Arabica,Brazil,2014,Yellow Bourbon,Green,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,0.12
Arabica,Philippines,2014,Other,Green,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,0.14
Arabica,Malawi,2014,Gesha,Green,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,0.13
Arabica,Honduras,2014,Catuai,Green,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,None,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,0.12
Arabica,Brazil,,Catuai,Green,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,0.11
Arabica,Taiwan,2015,Typica,Green,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,0.12
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,0.0
Arabica,Nicaragua,2015,Catuai,Green,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,0.1
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,0.12
Arabica,Guatemala,2014,Pacamara,Bluish-Green,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,0.09
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,0.13
Arabica,Taiwan,2013,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,0.11
Arabica,Guatemala,2013,Caturra,Green,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,0.12
Arabica,Nicaragua,2016,,Green,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,0.09
Arabica,Tanzania,2015,Bourbon,Green,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,0.12
Arabica,Mexico,2015,Caturra,Green,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,0.12
Arabica,Costa Rica,2015,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,0.11
Arabica,Honduras,2015,Catuai,Green,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,0.13
Arabica,Thailand,2014,Caturra,Blue-Green,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,0.12
Arabica,Philippines,2014,Typica,None,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,0.0
Arabica,Tanzania,2014,Bourbon,Bluish-Green,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,0.12
Arabica,Malawi,2014,Caturra,Green,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,0.12
Arabica,Costa Rica,2014,Catuai,Green,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,0.11
Arabica,Brazil,2013,Catuai,Green,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,0.13
Arabica,Guatemala,2012,Caturra,Green,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,0.12
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,0.12
Arabica,United States,,,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,10.0,0.04
Arabica,Ethiopia,2016,,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,0.11
Arabica,Brazil,2016,Mundo Novo,Green,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,9.33,0.11
Arabica,Nicaragua,2015,Other,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,0.11
Arabica,United States,2014,Pache Comun,,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,0.0
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,0.13
Arabica,Costa Rica,2014,Caturra,Green,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,0.13
Arabica,United States,2013,Other,Green,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,0.0
Arabica,Mexico,2012,Typica,None,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,0.1
Arabica,United States,2012,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,0.06
Arabica,Brazil,,Bourbon,Green,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,0.11
Arabica,El Salvador,2017,Bourbon,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,0.0
Arabica,Brazil,2016,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,0.11
Arabica,Guatemala,2016,Bourbon,Green,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,0.09
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,0.0
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,0.11
Arabica,Taiwan,2015,Typica,Bluish-Green,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,0.12
Arabica,Honduras,2014,Caturra,Green,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,0.12
Arabica,Brazil,2014,Mundo Novo,Green,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,0.12
Arabica,Uganda,2013,SL14,Green,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,0.12
Arabica,Taiwan,2013,Typica,Green,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,0.11
Arabica,Thailand,2012,,Green,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,0.0
Arabica,Mexico,2012,Other,Green,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,0.0
Arabica,Taiwan,2017,Other,Blue-Green,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,0.0
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,0.1
Arabica,Kenya,2017,SL28,Green,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,0.11
Arabica,Mexico,2017,Bourbon,Green,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,0.11
Arabica,Myanmar,2015,Other,,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,0.0
Arabica,United States,2014,Hawaiian Kona,Bluish-Green,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,0.1
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,0.12
Arabica,Brazil,2014,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,0.12
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,0.09
Arabica,Brazil,2014,Bourbon,None,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,0.1
Arabica,Nicaragua,2013,Caturra,Green,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,0.1
Arabica,Guatemala,2014,Pacas,Green,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,0.12
Arabica,Taiwan,2013,Typica,,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,0.11
Arabica,Taiwan,2013,Typica,Green,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,0.11
Arabica,Taiwan,2013,Typica,Green,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,0.13
Arabica,Thailand,,Peaberry,,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,0.0
Arabica,Laos,2016,Catimor,Green,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,0.0
Arabica,Guatemala,2013,Caturra,Green,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,0.11
Arabica,Mexico,2012,Catuai,Green,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,0.13
Arabica,United States,2012,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,0.1
Arabica,Colombia,2010,,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,0.01
Arabica,Brazil,2015,,Green,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,0.0
Arabica,Myanmar,2015,Catuai,Green,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,0.0
Arabica,Guatemala,2015,Caturra,Green,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,0.12
Arabica,Nicaragua,2015,Other,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,0.12
Arabica,Honduras,2015,Caturra,Green,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,0.11
Arabica,Panama,2014,Caturra,Green,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,0.11
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,0.09
Arabica,Honduras,2015,Catuai,Green,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,0.13
Arabica,Costa Rica,2014,Caturra,Green,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,10.0,0.11
Arabica,Haiti,2012,Typica,Green,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,0.12
Arabica,United States,2011,Arusha,Bluish-Green,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,0.13
Arabica,Taiwan,2016,Typica,Green,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,0.0
Arabica,Indonesia,2015,Mandheling,Blue-Green,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,10.0,0.13
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,0.11
Arabica,Costa Rica,2015,Caturra,Blue-Green,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,0.11
Arabica,Malawi,2014,Caturra,Bluish-Green,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,0.12
Arabica,Mexico,2014,Typica,Green,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,0.12
Arabica,Colombia,2014,Caturra,,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,6.67,0.0
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,0.12
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,0.11
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,0.11
Arabica,Colombia,,,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,0.18
Arabica,Brazil,2016,,Green,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,0.11
Arabica,Nicaragua,2016,,Green,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,0.11
Arabica,Tanzania,2014,Other,Bluish-Green,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,0.12
Arabica,Brazil,2014,Bourbon,Green,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,0.0
Arabica,Honduras,2014,Caturra,Green,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,0.11
Arabica,Guatemala,2014,Bourbon,Green,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,0.11
Arabica,United States,,,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,9.33,0.0
Arabica,Colombia,,,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,0.0
Arabica,Taiwan,2017,Other,Blue-Green,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,0.0
Arabica,Guatemala,2017,Caturra,Green,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,0.1
Arabica,Honduras,2017,Catuai,Green,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,0.11
Arabica,Mauritius,2016,,Green,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,0.12
Arabica,Brazil,2015,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,0.11
Arabica,Myanmar,2015,Other,Green,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,0.0
Arabica,Guatemala,2014,Other,Green,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,0.11
